customer_id,company_name,industry,region,country,city,signup_date,account_owner,status,email,phone,employee_count,annual_revenue_usd,notes,account_tier
CUST-149,"Anderson, Clark and Smith",Legal,NA,Mexico,Port Richard,2023-01-22,Noah Rhodes,active,hbrown@sullivan.biz,(701)534-0885x044,250,23063208,,Gold
CUST-150,Ward Ltd,Energy,NA,United States,Marissaland,2023-04-17,Ryan Munoz,active,bparker@bullock-ramirez.com,(922)862-2473x454,50,9441204,Dog player edge word method small education price.,Silver
CUST-151,Pacheco LLC,Energy,NA,Canada,Mercadoburgh,2022-11-23,Jamie Arnold,suspended,angela83@collins.net,+1-693-437-8845x85833,50,9861685,Wall involve speech practice view.,Bronze
CUST-152,"Cook, Klein and Gordon",Transportation,APAC,Japan,New Elijahfurt,2023-08-21,Monica Herrera,active,jody67@jordan.com,+1-326-519-3818x2574,10,2279891,Time I leader kind detail.,Gold
CUST-153,Hale Inc,Transportation,EMEA,United Kingdom,Williamsborough,2023-11-05,Jamie Arnold,active,raymondmay@hart.com,318.286.2131,100,23400686,,Gold
CUST-154,Thomas PLC,Financial Services,APAC,Hong Kong,Port Sarahchester,2022-10-30,Cristian Santos,active,lauren42@ramirez.com,+1-245-896-1978x942,50,5474741,,Platinum
CUST-155,Higgins-Cruz,Energy,EMEA,Germany,East Frankborough,2023-10-19,Lisa Jackson,active,williamstodd@boyle.biz,692.929.7678,250,39078473,,Gold
CUST-156,Moran-Sanchez,Healthcare,APAC,Singapore,New Jenniferville,2023-04-20,Gabrielle Davis,active,hbryant@gonzalez-white.biz,001-209-578-9954x53991,50,9366773,,Silver
CUST-157,Gardner-Hunter,Technology,NA,United States,Julieview,2023-04-14,Angie Henderson,active,alexander85@allen-berry.net,(808)796-7837x2985,10,2213884,,Silver
CUST-158,Watson-Smith,Energy,APAC,Australia,East Jessicatown,2023-11-02,Noah Rhodes,active,christinelindsey@holt.com,001-307-947-7331x465,100,21460902,,Platinum
CUST-159,Hall-Shah,Energy,APAC,Hong Kong,Lake Marktown,2022-12-10,Dylan Miller,active,mark79@hayes-hancock.org,629.470.8333x0413,100,24281280,Program air offer back poor imagine Mrs.,Silver
CUST-160,"Vega, Carter and Davis",Financial Services,APAC,Singapore,Newmanchester,2022-08-26,Dylan Miller,active,jamessanders@patterson.com,253.537.9836x57267,10,2002956,,Platinum
CUST-161,Griffin-Sawyer,Media & Entertainment,EMEA,France,North Meganborough,2023-06-17,Carla Gray,trial,chanbrooke@carr-cummings.com,(512)911-8594x967,50,6876120,Fear available other else.,Bronze
CUST-162,Wilson Group,Transportation,EMEA,France,Daltonshire,2022-08-07,Carla Gray,active,davidolson@rodriguez-cunningham.com,(617)917-8523x34332,100,12830498,,Bronze
CUST-163,Harris-Mullen,Retail,NA,Mexico,Olsonville,2022-10-23,Lisa Hensley,trial,tmcdonald@mata.com,633-723-9508,1000,198741593,Service task beat bank fall development again yet.,Gold
CUST-164,"Taylor, Turner and Harper",Legal,EMEA,United Kingdom,North Kevinbury,2023-04-14,Holly Wood,active,paulastanton@rogers.com,+1-383-723-4647x6184,250,54560353,First beyond way receive program meet.,Silver
CUST-165,Davis Group,Retail,EMEA,Spain,Lake Ernest,2023-06-06,Brian Ramirez,active,edwin71@edwards.com,459-373-6638,10,1164127,Amount small ready gas service under.,Bronze
CUST-166,Jimenez-Campos,Healthcare,APAC,Japan,Aliciaborough,2022-08-19,Holly Wood,active,armstronganna@dean.info,(562)523-4826x464,100,17176102,Movie necessary eat student magazine still together rest.,Bronze
CUST-167,"Swanson, Stanley and Wilcox",Financial Services,NA,Mexico,East Tammyport,2022-10-13,Carla Gray,active,dayian@martin-walker.biz,723-341-6751x02397,10,2213286,,Gold
CUST-168,"May, Stark and Morrison",Legal,NA,Canada,Smithfurt,2022-07-15,Carla Gray,active,hannahdouglas@williams.com,+1-771-381-7262,250,61207515,Executive what former sister.,Gold
CUST-169,Phillips LLC,Retail,EMEA,Netherlands,Joycetown,2023-01-26,Abigail Shaffer,active,nicole89@carroll-aguilar.com,(569)492-5283x58372,1000,213342940,,Silver
CUST-170,"Ruiz, Mcpherson and Carroll",Media & Entertainment,APAC,India,Lynchton,2023-09-16,Connie Lawrence,churned,evansdavid@carter.net,621-564-6140x20740,100,15117234,,Platinum
CUST-171,Peterson-Hicks,Real Estate,APAC,Japan,South Jeffrey,2023-02-12,Daniel Wagner,active,lopezamy@moore-hamilton.com,+1-758-577-3999x414,500,87135963,,Silver
CUST-172,"Cole, Morgan and Bailey",Financial Services,EMEA,United Kingdom,Robertside,2023-03-19,Cristian Santos,active,akerr@king.com,+1-224-889-0399x02553,50,11695102,,Silver
CUST-173,Chavez-Smith,Technology,NA,United States,Lake Samanthaville,2023-09-05,Jamie Arnold,trial,john08@phillips-johnson.com,+1-824-518-7682x799,50,7369858,Car establish occur under eat military.,Bronze
CUST-174,Moore LLC,Healthcare,APAC,Singapore,Lake Jack,2023-01-16,Cristian Santos,active,yalvarez@ray.com,001-287-227-6472x017,250,47623329,Help especially eye.,Platinum
CUST-175,"Price, Vasquez and Manning",Media & Entertainment,NA,Canada,Joeview,2022-10-21,Angie Henderson,churned,davidhernandez@nguyen.org,001-783-611-4108x514,50,4044635,That clear lose national whole table.,Silver
CUST-176,"Roberts, Torres and Beasley",Energy,NA,United States,Jacobstad,2023-12-14,Ryan Munoz,trial,jamie08@abbott.org,439.477.3377,100,9890176,Candidate left open leave.,Platinum
CUST-177,Ramirez-Wilson,Energy,NA,United States,Alisonmouth,2023-08-04,Brian Ramirez,active,harringtonsamuel@werner-williams.com,+1-375-392-2204x5658,50,4942292,,Silver
CUST-178,Morris-Mccarthy,Financial Services,NA,Mexico,Lake John,2024-01-10,Jamie Arnold,active,jennifer67@mckinney.info,(565)269-3091,50,4013296,Film according author technology consider affect record.,Bronze
CUST-179,Chen-Nguyen,Education,NA,Mexico,South Clayton,2022-08-27,Holly Wood,active,angela35@hayes.com,+1-414-826-7315x1490,10,1694301,,Silver
CUST-180,Mcintosh Group,Technology,EMEA,United Kingdom,East Justinton,2023-07-05,Gabrielle Davis,trial,olsonsean@alexander.biz,978-535-3857,100,24677670,,Silver
CUST-181,Valenzuela Inc,Legal,NA,United States,Michaelborough,2023-05-20,Monica Herrera,active,ojefferson@mack.com,001-899-850-1155x46512,100,21115523,Spend notice everybody.,Bronze
CUST-182,Jones Ltd,Retail,NA,Canada,Port Jamesland,2022-11-27,Connie Lawrence,suspended,craigpruitt@rice.net,812.665.3646,50,9910808,,Silver
CUST-183,"Garcia, Jackson and Perry",Technology,NA,Canada,East Jessica,2022-07-08,Monica Herrera,active,jakekhan@cantrell.com,3848833844,250,57646091,,Platinum
CUST-184,Love-Garza,Technology,EMEA,Sweden,Johnsonside,2023-12-09,Jamie Arnold,active,jacksonmatthew@payne-bryant.net,001-351-895-8028x5568,250,28121895,,Silver
CUST-185,Marshall Ltd,Education,NA,Mexico,Blankenshipstad,2023-05-06,Dylan Miller,active,griffinjohn@jenkins-campos.com,(931)537-0355,50,7400185,,Gold
CUST-186,Willis-Young,Education,NA,United States,New Jeremy,2023-10-22,Angie Henderson,active,mknight@mccarty.com,001-524-364-5969,500,84138447,,Bronze
CUST-187,"Andrews, Walters and Snyder",Energy,NA,Mexico,East Rebekah,2022-12-02,Ryan Munoz,active,opope@mendez.info,001-541-880-2315x400,10,1357463,,Bronze
CUST-188,"Bishop, Mcdaniel and Turner",Education,EMEA,Netherlands,West Marcia,2022-11-18,Jamie Arnold,churned,kellerkatie@chen-ibarra.info,(898)949-0530x54227,50,10177922,,Gold
CUST-189,Murphy-Smith,Legal,NA,Mexico,East Lynnmouth,2022-07-29,Connie Lawrence,active,jamiemcbride@perry-frank.org,001-846-219-1025x44500,50,8361231,,Bronze
CUST-190,"Hayes, Hays and Williams",Healthcare,NA,Mexico,Davidland,2023-08-23,Jamie Arnold,active,wyattjoseph@ponce-martin.com,815.345.5134x77296,10,1896776,,Silver
CUST-191,Jones-Thompson,Education,EMEA,Spain,New Jerry,2022-11-05,Lisa Jackson,churned,fpierce@adams.com,339-634-1753,50,10486218,Moment change participant friend write maybe scene.,Bronze
CUST-192,Leblanc-Morales,Healthcare,NA,Canada,Josephton,2023-03-13,Holly Wood,active,ewagner@donaldson.com,891.646.6906x6440,10,1116281,,Silver
CUST-193,Wilson Ltd,Energy,EMEA,France,Jessicaton,2023-02-22,Brian Ramirez,churned,charlesjohnson@brown.info,(325)764-7281,5000,642740346,Member morning with boy entire hour crime.,Silver
CUST-194,"Gutierrez, Brooks and Rogers",Non-Profit,NA,United States,Tylerstad,2023-09-06,Monica Herrera,active,jameseric@turner.com,001-757-323-3281x6001,50,4746221,,Gold
CUST-195,Schwartz Group,Retail,EMEA,Spain,Steinbury,2023-12-08,Connie Lawrence,active,lbrown@gross.net,001-907-891-9557x417,500,100503773,,Bronze
CUST-196,Smith Ltd,Manufacturing,EMEA,United Kingdom,Christopherland,2022-12-23,Derek Zuniga,churned,thomasmichelle@wilson.org,001-601-624-4606,250,21117071,,Silver
CUST-197,Marks and Sons,Healthcare,NA,Mexico,East Mariaberg,2022-10-11,Brian Ramirez,active,dgarcia@ortiz-garrison.com,942-280-8110x345,10,1476871,,Gold
CUST-198,"Vega, Terry and Hamilton",Education,EMEA,Sweden,North Stephaniemouth,2024-01-10,Holly Wood,active,christinerose@mcbride.com,001-857-348-9928x33806,100,15649566,,Gold
CUST-199,Abbott-Adkins,Financial Services,APAC,South Korea,West Sandraland,2022-12-04,Noah Rhodes,churned,caitlynwiggins@soto.com,001-220-329-3889x3852,50,11741054,,Silver
CUST-200,Adkins and Sons,Non-Profit,EMEA,France,Anthonyhaven,2022-11-16,Holly Wood,active,xpalmer@smith.net,539.260.9565,10,2410721,,Silver
CUST-201,Dunn Group,Transportation,APAC,Singapore,Rogermouth,2022-12-19,Carla Gray,active,gabriel10@diaz.org,+1-935-490-0824x90231,50,9312690,,Bronze
CUST-202,Holland Group,Energy,EMEA,Germany,Reyesshire,2022-11-05,Lisa Jackson,active,gjones@moore.com,+1-323-536-3150x657,250,45718403,Least station hotel watch.,Platinum
CUST-203,"Oliver, Crosby and Sanchez",Energy,APAC,Australia,West Thomas,2022-07-17,Lisa Jackson,trial,vrivera@reid.com,(474)676-3804,50,5791871,,Silver
CUST-204,Bates PLC,Retail,EMEA,Netherlands,New Paulstad,2023-12-11,Lisa Hensley,active,simongregory@cook.com,001-353-284-7210x003,50,10839849,Than store clear measure technology stage.,Gold
CUST-205,Rice-Estes,Real Estate,NA,United States,Morganstad,2022-11-09,Cristian Santos,active,dharrell@howard.com,+1-239-968-8243x1814,50,6891636,,Platinum
CUST-206,"Sanders, Williams and Williams",Financial Services,EMEA,Italy,Ramseyfort,2023-05-20,Daniel Wagner,trial,hollysutton@green-perkins.info,551.669.7147x9972,250,41886655,,Platinum
CUST-207,Cole-Hall,Healthcare,NA,Canada,Brandiview,2023-09-04,Carla Gray,active,irowe@smith.net,(715)481-8273x27558,10,2407154,,Silver
CUST-208,Kent Group,Non-Profit,APAC,Japan,Moralesburgh,2023-05-02,Brian Ramirez,trial,warneranita@mcintosh.com,(878)994-9226x37439,50,10486531,,Silver
CUST-209,"Lambert, Cruz and Riley",Media & Entertainment,NA,Canada,Kellershire,2023-10-23,Abigail Shaffer,active,twright@davis-harris.info,(538)992-4917x5280,100,24433672,,Silver
CUST-210,"Harris, Carlson and Perry",Legal,NA,Canada,Lake Kellyberg,2023-10-20,Allison Hill,active,matthewbryant@smith-waters.com,001-694-371-4043x49025,100,12857722,,Silver
CUST-211,"Pearson, Allen and Parker",Education,NA,Canada,Russellberg,2023-06-10,Derek Zuniga,active,bryangriffin@ramirez.net,001-605-533-0664x7714,10,886968,Play oil with create even to action.,Silver
CUST-212,Atkins-Walsh,Transportation,EMEA,United Kingdom,Walterchester,2023-07-01,Carla Gray,active,jeff85@webb.com,233-894-1580,50,12407270,Huge police represent economic.,Gold
CUST-213,Reed Ltd,Education,APAC,India,West Danielleshire,2023-06-18,Cristian Santos,churned,dorseynathan@black.net,464-797-2974x618,100,14215308,Tell dark miss free research.,Bronze
CUST-214,Giles LLC,Financial Services,EMEA,Spain,Collinsstad,2022-07-12,Holly Wood,active,daguirre@sanchez-hunt.com,+1-958-255-9184x82408,250,54168548,,Silver
CUST-215,"Castaneda, Braun and Robinson",Energy,EMEA,Spain,Robertview,2022-10-22,Carla Gray,active,alexandercopeland@murray.com,(397)822-0820x711,50,7340113,,Silver
CUST-216,Gaines Ltd,Transportation,NA,Canada,East Sarahchester,2023-11-02,Brian Ramirez,suspended,donaldperez@smith.com,(883)531-1239,50,8784856,,Silver
CUST-217,"Mathis, Garcia and Fernandez",Energy,NA,Mexico,Port Andreachester,2022-09-21,Allison Hill,trial,ppena@davenport.net,(913)394-2221x792,50,11639520,,Gold
CUST-218,Vincent-Travis,Non-Profit,NA,Mexico,North Sharon,2024-01-14,Holly Wood,active,dlewis@walton.org,730-814-8999,10,1616762,,Bronze
CUST-219,Cain-Richardson,Legal,EMEA,Sweden,Downstown,2023-06-25,Daniel Wagner,active,stephaniepayne@watkins.com,(876)233-2461x1430,10,1773369,Remain natural recently brother.,Silver
CUST-220,"Spencer, Phillips and Jackson",Manufacturing,NA,Canada,Katelynchester,2022-11-03,Brian Ramirez,active,vcooper@cobb.org,001-736-422-5839,50,10587264,,Silver
CUST-221,"Johnson, Holmes and Horton",Transportation,EMEA,United Kingdom,Morganfurt,2022-10-20,Holly Wood,active,dennis70@mills.net,+1-558-726-9521x432,50,9628927,,Silver
CUST-222,Rivers and Sons,Education,APAC,India,Amyhaven,2023-11-28,Gabrielle Davis,active,manuelzamora@dorsey.org,001-818-259-7063x820,100,22750124,,Silver
CUST-223,Flores-Hill,Manufacturing,NA,United States,Woodsmouth,2023-03-13,Ryan Munoz,active,umills@thornton.com,+1-338-505-2673x37894,1000,246984250,,Gold
CUST-224,Robinson PLC,Transportation,EMEA,Netherlands,New Erinville,2023-04-21,Gabrielle Davis,active,jrojas@butler-valenzuela.com,228-609-5321,1000,215218910,Ever year young center.,Bronze
CUST-225,"Turner, Long and Medina",Media & Entertainment,EMEA,Spain,North Sean,2023-06-24,Cristian Santos,trial,tanya08@johnson-fuller.org,2997082876,250,60570876,As nation picture than step leader.,Bronze
CUST-226,Villarreal PLC,Real Estate,NA,Mexico,Blakechester,2022-08-20,Abigail Shaffer,active,swansonlaura@walker-smith.com,(523)226-6348x152,100,20704754,Gun government successful fact owner behind decide.,Silver
CUST-227,"Norris, Duke and Montoya",Energy,EMEA,Spain,North Nicoleport,2023-03-06,Noah Rhodes,active,matthewnunez@bruce.com,(660)700-7751x403,250,30169487,,Gold
CUST-228,Rivas Inc,Media & Entertainment,EMEA,Italy,West Lisa,2023-01-25,Cristian Santos,active,andrew20@gardner-adams.net,265-292-9790x059,50,8015433,Collection fire though seem market food gun key.,Silver
CUST-229,Avila-Reed,Real Estate,EMEA,Germany,Penamouth,2023-07-22,Ryan Munoz,churned,nathantran@mendoza.biz,961-256-1542,50,5695375,,Silver
CUST-230,Ramirez-Williams,Non-Profit,EMEA,Sweden,Howardfort,2022-08-31,Noah Rhodes,churned,micheal94@bishop.com,(903)335-2389x3882,100,20293000,,Silver
CUST-231,West-Werner,Media & Entertainment,NA,United States,Lake Cynthia,2022-07-08,Ryan Munoz,trial,kevinobrien@martinez-richard.net,581.476.4265,250,27918244,,Bronze
CUST-232,Lane PLC,Education,NA,Mexico,South Mike,2022-09-18,Derek Zuniga,trial,baueranthony@robinson-mejia.com,6562750665,50,12407345,,Gold
CUST-233,Perez-Juarez,Manufacturing,APAC,Japan,New Jessicaside,2023-10-30,Dylan Miller,active,luke52@gomez.biz,433.999.0853x5356,250,34054074,,Bronze
CUST-234,"Chavez, Cox and Jimenez",Energy,EMEA,United Kingdom,Chadmouth,2023-05-12,Carla Gray,churned,joshua62@baker-stewart.biz,8258306003,100,11283741,,Silver
CUST-235,Dodson-King,Financial Services,APAC,India,East Jayton,2023-11-10,Cristian Santos,active,thomaschapman@ruiz.net,333.541.1277,100,11141280,,Platinum
CUST-236,Howell-Williams,Real Estate,APAC,Australia,Tylerton,2023-02-23,Ryan Munoz,active,rwalters@ward-ellis.com,755-306-8196x036,250,60546479,,Silver
CUST-237,"Jackson, Adams and Henson",Technology,EMEA,France,Kellyton,2023-06-04,Connie Lawrence,churned,llopez@miller-berry.com,412.765.0284x7926,100,15911714,,Silver
CUST-238,Wilson-Scott,Media & Entertainment,EMEA,Italy,Sethland,2023-04-15,Carla Gray,churned,shannon58@henry.com,+1-637-773-9687x554,500,65078196,Save art hope.,Platinum
CUST-239,Wolfe-Thomas,Energy,APAC,India,West Johnnymouth,2022-11-04,Brian Ramirez,active,zcrane@wolf.net,001-948-821-6092x21640,50,9966496,,Silver
CUST-240,"Black, Taylor and Smith",Energy,APAC,Japan,Lake Timothyfurt,2023-02-09,Dylan Miller,churned,edward03@cunningham-stewart.info,+1-897-899-7294x2565,500,46958976,,Silver
CUST-241,Adams Group,Transportation,NA,Mexico,East Melissaview,2022-09-23,Derek Zuniga,active,orubio@hamilton-park.com,001-530-682-7667,500,57183326,Have cover heart which culture them magazine.,Silver
CUST-242,Rivera and Sons,Manufacturing,NA,Mexico,Port Joshuaville,2023-08-27,Holly Wood,active,gevans@kennedy.com,952-209-3358x42265,250,40775188,,Bronze
CUST-243,Noble-Gomez,Energy,NA,United States,Paulshire,2023-11-08,Ryan Munoz,active,wdavis@valencia-williams.info,(524)560-1585,10,1586043,,Gold
CUST-244,Mitchell Group,Technology,NA,United States,Jonesland,2023-01-10,Derek Zuniga,active,fletcherricky@patel.com,261-423-6981x11079,50,9953271,,Silver
CUST-245,Pope PLC,Media & Entertainment,APAC,Australia,West Josephburgh,2023-09-27,Michele Williams,active,gwilliamson@johnson.com,(461)809-8573,10,1030229,,Silver
CUST-246,Best PLC,Legal,APAC,India,Sherylfort,2023-06-22,Cristian Santos,active,bwilliams@dawson.info,(472)875-9155,1000,228674132,,Bronze
CUST-247,"Richardson, Thompson and Olson",Financial Services,NA,United States,Lisaburgh,2023-12-03,Allison Hill,active,ramoskrista@curtis-beard.biz,217.909.6212x0002,250,29464334,,Bronze
CUST-248,Atkinson and Sons,Media & Entertainment,APAC,India,Nicoleshire,2023-12-10,Jamie Arnold,active,andersonblake@wilson-martinez.net,001-565-670-4274x28996,250,30519261,Federal million represent forget unit.,Gold
CUST-249,Jones-Fisher,Legal,NA,Mexico,Grosshaven,2022-09-24,Allison Hill,active,myersdonna@wilson-ray.com,799-345-6129x341,50,10511454,Ask cut work establish take participant move.,Silver
CUST-250,"Melton, Johnson and Patterson",Legal,NA,Mexico,Port Kelly,2022-07-05,Noah Rhodes,active,james89@phillips-lopez.biz,001-501-209-8723x7819,250,22068743,,Silver
CUST-251,Henson-Thomas,Retail,NA,United States,Harrisonbury,2022-07-28,Lisa Jackson,active,urodriguez@dunlap.com,471.808.8036,10,2357874,,Silver
CUST-252,Adams LLC,Financial Services,EMEA,Italy,North Todd,2023-04-25,Michele Williams,active,samanthadavis@guzman.info,639-735-4758x8944,5000,843063396,,Platinum
CUST-253,Hayes-Moore,Media & Entertainment,NA,Mexico,Lindsayfort,2022-11-27,Jamie Arnold,active,kristin97@herman.com,001-803-234-4613x6729,100,8797029,,Gold
CUST-254,Rice and Sons,Media & Entertainment,EMEA,Sweden,West Nathanton,2023-11-20,Connie Lawrence,active,hdyer@roberts.com,5689529312,50,6549052,,Platinum
CUST-255,Peterson-Walters,Financial Services,NA,United States,Kaitlinfurt,2023-04-04,Derek Zuniga,trial,griffithmegan@jackson.info,(547)667-5486x8950,250,58876499,,Bronze
CUST-256,Simmons Ltd,Retail,NA,Mexico,New Deborah,2022-10-16,Dylan Miller,active,christinestewart@murray-calhoun.org,680.244.9720x78678,10,1899399,,Bronze
CUST-257,Rios Inc,Media & Entertainment,NA,Mexico,Brittanyborough,2022-12-13,Angie Henderson,active,ellisadrienne@calderon.org,+1-508-317-5566x85366,100,18249674,Write and recognize card country artist.,Platinum
CUST-258,"Green, Blake and Long",Manufacturing,EMEA,Italy,Melvintown,2023-12-25,Allison Hill,active,breed@riley.com,001-623-619-8801,500,68301966,Author meet offer affect source beautiful data.,Bronze
CUST-259,Turner-Schroeder,Real Estate,NA,Mexico,Garrettfort,2022-09-29,Abigail Shaffer,churned,qpearson@scott.com,978-540-2485,500,99128234,,Bronze
CUST-260,"Rojas, Ellis and Sosa",Transportation,NA,Canada,Wellsborough,2023-03-17,Jamie Arnold,active,grayjames@morgan-booker.com,+1-980-839-2808x15674,100,13243178,,Bronze
CUST-261,"Roberts, Taylor and Brown",Education,NA,United States,East Tanyaborough,2023-09-24,Michele Williams,churned,gamblestacey@knight-downs.com,(279)814-8809x16274,500,71509918,Relationship although democratic chance debate.,Bronze
CUST-262,Flynn-Miles,Transportation,APAC,Hong Kong,East Ronald,2022-10-28,Michele Williams,active,ybrown@cortez.com,9447146226,1000,178454297,Way finally share learn big environmental fish however.,Silver
CUST-263,Owen-Davis,Manufacturing,NA,United States,New Ashley,2023-06-24,Monica Herrera,active,april92@ruiz.com,001-420-279-7343x402,50,9564167,Make exactly yet learn choose position.,Bronze
CUST-264,"Jennings, Jones and Terry",Non-Profit,APAC,Hong Kong,Rangelborough,2023-10-16,Derek Zuniga,active,kathryn36@pratt.net,6996051998,250,27193792,,Bronze
CUST-265,Gonzalez-Perry,Healthcare,APAC,South Korea,Kathyport,2022-07-31,Allison Hill,active,bsimmons@hughes.com,537-446-0253,1000,193596642,,Bronze
CUST-266,Martin-Brown,Technology,APAC,Japan,East Tammy,2022-08-09,Noah Rhodes,churned,nathaniel84@graham.biz,001-265-922-8111,10,1575216,,Bronze
CUST-267,Huffman Ltd,Technology,EMEA,Spain,West Aaronborough,2023-10-08,Allison Hill,churned,jameschandler@brown-davenport.com,(208)531-9909x91504,10,1737794,Close buy social hospital rate question study.,Bronze
CUST-268,"Swanson, Butler and Cox",Non-Profit,EMEA,Spain,East Elizabethburgh,2023-03-21,Connie Lawrence,active,sherri85@ruiz-harding.com,(794)825-3292,100,21704850,North film radio have.,Silver
CUST-269,Burton-Mayer,Transportation,NA,United States,Jonathanland,2023-02-02,Lisa Hensley,active,jwells@tran-patel.com,001-654-712-9441x939,50,7012749,Land leave very along seem.,Silver
CUST-270,"Gay, Buchanan and Schmidt",Non-Profit,APAC,India,Lake Patrick,2023-12-31,Angie Henderson,active,markhall@mcdaniel-alexander.com,001-752-505-4224x054,10,1962870,,Bronze
CUST-271,White and Sons,Media & Entertainment,APAC,Australia,Lake Ronald,2022-09-04,Allison Hill,active,leedonald@murphy-thomas.biz,596.725.3180x8386,100,8953953,,Platinum
CUST-272,Williams Group,Healthcare,NA,Canada,South Daniel,2023-05-06,Gina Moore,active,mccoykelly@clark-payne.info,2225130394,500,118127938,Give stage might note.,Gold
CUST-273,Mendez Ltd,Healthcare,APAC,South Korea,Holtmouth,2023-09-30,Derek Zuniga,active,brooksdawn@moore.com,+1-341-880-1833x81496,100,12766341,,Bronze
CUST-274,Johnson-Bryant,Energy,NA,Canada,Port Staceytown,2022-06-17,Lisa Hensley,trial,nicole03@washington.info,717.883.3025x38787,10,2195174,,Bronze
CUST-275,"Santos, Williams and Hernandez",Real Estate,NA,Mexico,Smithfurt,2023-02-02,Lisa Hensley,active,gonzalezangela@wells.com,567-251-1865x143,100,17189561,,Silver
CUST-276,Burch Inc,Manufacturing,NA,Mexico,South Richardchester,2022-08-20,Angie Henderson,active,christyalvarado@davidson-little.com,001-336-920-1657x7076,10,1543050,,Silver
CUST-277,"Barnett, Lewis and Jones",Education,EMEA,Spain,North Kristina,2023-07-12,Dylan Miller,trial,nweber@campbell.org,+1-995-423-5995x0770,10,1264655,,Bronze
CUST-278,Green-Ruiz,Energy,NA,Canada,Dixonland,2023-08-17,Carla Gray,active,gpayne@nelson-paul.com,+1-993-487-2773x730,100,9456799,Dark need stay half vote team among by.,Platinum
CUST-279,Riddle Group,Media & Entertainment,NA,United States,Peterstad,2022-08-24,Lisa Hensley,active,upeterson@michael.biz,001-567-530-8460x69731,250,46940787,,Gold
CUST-280,Robbins-Holder,Retail,NA,United States,Moorebury,2023-04-12,Michele Williams,active,luis92@lopez-gardner.net,333.985.3755,10,948405,,Silver
CUST-281,Roman LLC,Education,EMEA,Netherlands,East Cindyton,2022-09-14,Monica Herrera,active,uoconnell@owen-barnes.com,304.495.1864x1270,100,18147717,,Bronze
CUST-282,"Ferguson, Carlson and Lee",Financial Services,NA,Canada,Lake Michele,2023-07-03,Gina Moore,churned,bdavis@jones-baker.com,355.926.4933,500,116942643,,Bronze
CUST-283,"Anderson, Harris and Love",Retail,NA,Canada,New David,2022-11-21,Connie Lawrence,active,jacksonsara@allen.com,+1-990-511-2883x77310,50,5240445,,Gold
CUST-284,"Nelson, James and Howard",Legal,NA,Canada,South Kylemouth,2022-08-18,Carla Gray,active,pjones@chambers.net,001-421-651-5104,250,41071603,And loss however station very knowledge agency.,Gold
CUST-285,Li-Peters,Education,NA,Canada,Port Zacharymouth,2022-06-07,Monica Herrera,trial,dylanmoody@harris.com,8025137400,250,36145323,,Platinum
CUST-286,"Burton, Gutierrez and Gonzalez",Energy,NA,Mexico,Stevenland,2022-10-18,Monica Herrera,active,uburton@lopez-reed.net,545-343-8631x58922,1000,114144753,Best practice adult word give themselves.,Silver
CUST-287,"Hughes, Howe and Jones",Legal,NA,Canada,Parkermouth,2023-03-26,Gina Moore,churned,peterharris@olson.info,3919638734,50,8894973,,Platinum
CUST-288,Harris and Sons,Energy,NA,Canada,North Richardtown,2023-06-09,Connie Lawrence,active,christina59@martinez.biz,288.908.9108,10,2495350,,Bronze
CUST-289,Adkins-Harmon,Manufacturing,EMEA,Italy,Monicabury,2023-09-16,Angie Henderson,trial,wongtaylor@rogers.biz,+1-469-760-6848x95683,50,6476315,,Bronze
CUST-290,"Larson, Miller and Aguilar",Retail,EMEA,Netherlands,New Allison,2023-10-25,Michele Williams,active,zhaynes@smith.net,409.812.9388,10,1919727,,Bronze
CUST-291,Bowen Group,Transportation,NA,Mexico,Michaelfurt,2023-10-04,Michele Williams,active,campbellamanda@king-chung.com,+1-636-915-0467,100,23646667,,Silver
CUST-292,Olson LLC,Healthcare,EMEA,France,New Laura,2023-12-02,Jamie Arnold,active,xfisher@brooks-gill.com,660-483-0611x124,10,1221992,Must cover TV toward scientist health then.,Gold
CUST-293,Smith Group,Education,EMEA,Spain,North Kelsey,2023-07-15,Allison Hill,trial,wwiggins@keller.biz,+1-475-975-9093x5277,1000,153177442,Ever black blood bed four push form.,Silver
CUST-294,Henderson-George,Non-Profit,NA,Mexico,Port Karenborough,2023-11-14,Lisa Hensley,active,amberclayton@cline.info,+1-451-761-7694,100,15578235,,Bronze
CUST-295,Boyer-Nelson,Technology,EMEA,Italy,South Mary,2023-10-26,Angie Henderson,active,jody88@king-gonzales.com,+1-770-934-1022x9229,50,6511173,Group cover Congress table occur.,Silver
CUST-296,Owens-Spencer,Real Estate,APAC,Japan,South Juanfort,2023-05-23,Jamie Arnold,active,mariahmunoz@carter.com,001-431-991-0386x1422,250,42147380,,Silver
CUST-297,Farley-Decker,Retail,NA,Mexico,Port Tiffany,2023-09-07,Allison Hill,active,shannonmason@ellison.com,571.496.0219x54175,10,2008324,,Gold
CUST-298,Barnes-Holland,Non-Profit,EMEA,Italy,Andrewshaven,2022-11-16,Connie Lawrence,trial,knightgregory@graves.com,928-772-4480x0002,10,1096570,,Platinum
CUST-299,Lee and Sons,Legal,NA,Canada,Ashleyberg,2023-01-24,Michele Williams,churned,johnsonanna@jones.com,356-619-8904,10,1888814,,Gold
