ticket_id,customer_id,category,priority,created_at,resolved_at,resolution_hours,satisfaction_score,agent_name,channel,description
TKT-00170,CUST-109,Integration,High,2024-03-20T14:46:34Z,2024-03-21T20:46:34Z,30.0,9.0,Abigail Shaffer,chat,Month book explain feeling answer information soldier lead.
TKT-00171,CUST-240,Security,High,2024-03-25T09:27:51Z,2024-03-26T11:27:51Z,26.0,,Daniel Wagner,chat,Student matter movie place.
TKT-00172,CUST-285,Account,Low,2024-03-14T03:31:56Z,2024-03-14T10:31:56Z,7.0,,Monica Herrera,phone,Drop century investment pass drive indicate professor.
TKT-00173,CUST-253,Billing,Medium,2024-03-17T10:17:51Z,2024-03-19T02:17:51Z,40.0,10.0,Allison Hill,chat,Model guess well name.
TKT-00174,CUST-143,Performance,Medium,2024-03-27T15:55:14Z,2024-03-29T21:55:14Z,54.0,7.0,Monica Herrera,email,Never hospital like player wonder effect administration.
TKT-00175,CUST-088,Billing,Low,2024-03-21T14:38:43Z,2024-03-24T05:38:43Z,63.0,,Michele Williams,chat,General run pick sign.
TKT-00176,CUST-026,Performance,Medium,2024-03-22T21:15:54Z,2024-03-24T09:15:54Z,36.0,,Angie Henderson,email,Card good full poor store range.
TKT-00177,CUST-330,Billing,Low,2024-03-19T23:58:58Z,2024-03-20T20:58:58Z,21.0,9.0,Abigail Shaffer,chat,Place specific as simply leader fall analysis.
TKT-00178,CUST-202,Security,Low,2024-03-07T04:13:14Z,2024-03-08T17:13:14Z,37.0,5.0,Noah Rhodes,email,Though firm financial huge spring.
TKT-00179,CUST-313,Technical,Low,2024-03-26T06:47:13Z,,,,Daniel Wagner,chat,Education send course ground sit tend forward.
TKT-00180,CUST-215,Billing,Low,2024-03-04T15:16:19Z,2024-03-05T19:16:19Z,28.0,3.0,Cristian Santos,chat,Son join hundred keep.
TKT-00181,CUST-210,Account,Low,2024-03-30T16:30:50Z,,,,Dylan Miller,chat,Fund cost reality happen something entire.
TKT-00182,CUST-397,Onboarding,Low,2024-03-29T15:56:45Z,2024-03-31T17:56:45Z,50.0,,Connie Lawrence,phone,Risk bad own state.
TKT-00183,CUST-164,Integration,Medium,2024-03-02T20:08:58Z,2024-03-04T04:08:58Z,32.0,,Gabrielle Davis,chat,Family bill foreign fast knowledge response coach.
TKT-00184,CUST-093,Performance,Medium,2024-03-04T04:53:48Z,2024-03-06T23:53:48Z,67.0,3.0,Allison Hill,phone,Support request: Goal amount thank good your ever.
TKT-00185,CUST-232,Account,Medium,2024-03-19T21:47:07Z,2024-03-22T14:47:07Z,65.0,6.0,Connie Lawrence,portal,Avoid point guy song.
TKT-00186,CUST-218,Integration,Medium,2024-03-01T12:52:02Z,2024-03-03T00:52:02Z,36.0,8.0,Angie Henderson,chat,Well central parent sit.
TKT-00187,CUST-462,Onboarding,High,2024-03-29T01:21:23Z,2024-03-30T12:21:23Z,35.0,7.0,Gabrielle Davis,email,Call door population.
TKT-00188,CUST-321,Account,Low,2024-03-06T22:36:31Z,2024-03-09T05:36:31Z,55.0,6.0,Connie Lawrence,phone,Him note painting quickly we head.
TKT-00189,CUST-146,Billing,High,2024-03-26T12:20:55Z,2024-03-26T14:20:55Z,2.0,6.0,Ryan Munoz,portal,Support request: Off morning huge power.
TKT-00190,CUST-331,Security,Medium,2024-03-13T11:56:27Z,2024-03-16T02:56:27Z,63.0,5.0,Ryan Munoz,email,Whether ago control military trial.
TKT-00191,CUST-490,Billing,Medium,2024-03-10T14:51:40Z,,,,Connie Lawrence,email,Energy employee land you.
TKT-00192,CUST-031,Feature Request,High,2024-03-21T19:23:23Z,2024-03-22T21:23:23Z,26.0,7.0,Connie Lawrence,phone,Really your customer career available.
TKT-00193,CUST-022,Performance,Medium,2024-03-02T22:28:17Z,2024-03-05T03:28:17Z,53.0,8.0,Dylan Miller,chat,Together knowledge because radio.
TKT-00194,CUST-317,Feature Request,Low,2024-03-30T07:36:41Z,2024-03-30T21:36:41Z,14.0,3.0,Ryan Munoz,email,Property remember nearly face feel church.
TKT-00195,CUST-281,Account,Critical,2024-03-06T00:11:39Z,,,,Jamie Arnold,portal,Soldier meeting building cut.
TKT-00196,CUST-293,Account,Medium,2024-03-21T08:08:28Z,2024-03-23T19:08:28Z,59.0,10.0,Jamie Arnold,portal,Door management guess occur.
TKT-00197,CUST-088,Onboarding,Medium,2024-03-13T04:03:39Z,2024-03-15T08:03:39Z,52.0,1.0,Cristian Santos,portal,Sound necessary partner beat finally yourself rest.
TKT-00198,CUST-453,Onboarding,Critical,2024-03-09T05:38:39Z,2024-03-09T21:38:39Z,16.0,4.0,Lisa Hensley,email,Improve important offer by first avoid letter.
TKT-00199,CUST-448,Integration,Medium,2024-03-07T16:43:02Z,2024-03-09T22:43:02Z,54.0,1.0,Dylan Miller,portal,General there sister policy consider whom item.
TKT-00200,CUST-079,Billing,Medium,2024-03-01T19:47:51Z,2024-03-04T05:47:51Z,58.0,3.0,Daniel Wagner,chat,Story million fight class.
TKT-00201,CUST-270,Technical,Low,2024-03-07T10:32:36Z,,,,Lisa Hensley,phone,Generation wait thus suffer economy.
TKT-00202,CUST-441,Onboarding,High,2024-03-13T01:48:24Z,2024-03-14T04:48:24Z,27.0,7.0,Dylan Miller,phone,Ever person pass behavior political option oil.
TKT-00203,CUST-011,Security,Medium,2024-03-04T02:36:51Z,2024-03-04T09:36:51Z,7.0,10.0,Angie Henderson,portal,Probably result painting successful.
TKT-00204,CUST-450,Onboarding,Critical,2024-03-14T02:08:17Z,,,,Angie Henderson,phone,Support request: American tell ball we side enough decision.
TKT-00205,CUST-004,Account,Medium,2024-03-04T15:15:48Z,2024-03-05T18:15:48Z,27.0,2.0,Jamie Arnold,chat,Indicate police marriage phone face what lot.
TKT-00206,CUST-260,Technical,Low,2024-03-12T23:40:32Z,,,,Gina Moore,email,Father authority art keep machine daughter.
TKT-00207,CUST-307,Account,Medium,2024-03-05T23:02:34Z,2024-03-06T21:02:34Z,22.0,3.0,Jamie Arnold,email,Century technology floor write generation human set middle.
TKT-00208,CUST-053,Account,High,2024-03-24T15:00:40Z,2024-03-25T22:00:40Z,31.0,,Jamie Arnold,chat,Five letter environment easy.
TKT-00209,CUST-045,Performance,Low,2024-03-12T22:57:31Z,2024-03-15T14:57:31Z,64.0,10.0,Michele Williams,portal,Support request: Anything war ten industry.
TKT-00210,CUST-117,Technical,Medium,2024-03-13T15:57:47Z,2024-03-14T21:57:47Z,30.0,8.0,Noah Rhodes,portal,Support request: Spend value return couple.
TKT-00211,CUST-484,Account,Medium,2024-03-29T02:29:17Z,2024-03-31T21:29:17Z,67.0,5.0,Monica Herrera,chat,Support request: Marriage method material final.
TKT-00212,CUST-419,Technical,Medium,2024-03-06T14:56:18Z,2024-03-06T21:56:18Z,7.0,,Jamie Arnold,email,Bed hotel lead.
TKT-00213,CUST-110,Feature Request,High,2024-03-12T03:40:34Z,2024-03-13T05:40:34Z,26.0,2.0,Abigail Shaffer,phone,Democrat good anything manager think.
TKT-00214,CUST-263,Performance,Medium,2024-03-21T05:33:15Z,2024-03-23T15:33:15Z,58.0,8.0,Ryan Munoz,chat,Support request: Experience account blue care enough hand idea.
TKT-00215,CUST-409,Performance,Low,2024-03-14T00:32:55Z,2024-03-16T17:32:55Z,65.0,1.0,Connie Lawrence,phone,Issue description: Hundred now crime.. Call 599-812-1655x852 if urgent.
TKT-00216,CUST-488,Security,High,2024-03-28T09:57:09Z,2024-03-29T15:57:09Z,30.0,9.0,Angie Henderson,portal,American although require sound mind chance throw.
TKT-00217,CUST-235,Integration,Low,2024-03-17T15:40:58Z,2024-03-19T03:40:58Z,36.0,6.0,Allison Hill,email,Foreign party class wrong.
TKT-00218,CUST-350,Billing,Medium,2024-03-01T18:51:37Z,2024-03-02T08:51:37Z,14.0,,Jamie Arnold,chat,Support request: Order medical meeting majority none.. Email xcabrera@example.com for details.
TKT-00219,CUST-309,Feature Request,Medium,2024-03-14T03:42:42Z,,,,Angie Henderson,email,Pick people subject challenge quite all way.
TKT-00220,CUST-374,Account,High,2024-03-25T14:47:43Z,2024-03-27T16:47:43Z,50.0,4.0,Jamie Arnold,chat,Customer escalation: Course kid industry include.. Reach out at roberthampton@example.com.
TKT-00221,CUST-389,Security,High,2024-03-19T04:10:02Z,,,,Ryan Munoz,email,Particular court east newspaper different.
TKT-00222,CUST-066,Onboarding,High,2024-03-20T09:28:31Z,,,,Dylan Miller,chat,Side relate real major look.
TKT-00223,CUST-185,Account,High,2024-03-11T07:19:29Z,2024-03-12T10:19:29Z,27.0,8.0,Abigail Shaffer,portal,Value somebody event business quality here woman.
TKT-00224,CUST-005,Security,Medium,2024-03-25T16:43:35Z,2024-03-27T07:43:35Z,39.0,,Angie Henderson,phone,West source fact explain research get.
TKT-00225,CUST-255,Performance,High,2024-03-05T22:18:41Z,2024-03-07T08:18:41Z,34.0,7.0,Michele Williams,email,Pretty section degree still even no.
TKT-00226,CUST-040,Performance,Medium,2024-03-10T20:51:20Z,2024-03-12T17:51:20Z,45.0,7.0,Monica Herrera,email,Support request: Case past only drug prove.. Email danawilliams@example.com for details.
TKT-00227,CUST-250,Feature Request,Critical,2024-03-19T09:45:12Z,2024-03-21T19:45:12Z,58.0,3.0,Lisa Hensley,portal,Support request: Discussion school sure also TV individual study.
TKT-00228,CUST-389,Technical,Medium,2024-03-29T09:42:08Z,,,,Noah Rhodes,phone,Young however many.
TKT-00229,CUST-209,Account,Medium,2024-03-11T17:50:59Z,2024-03-13T00:50:59Z,31.0,6.0,Angie Henderson,phone,Theory across nothing blue work.
TKT-00230,CUST-497,Technical,Medium,2024-03-27T13:07:30Z,2024-03-29T22:07:30Z,57.0,3.0,Michele Williams,email,Lawyer political modern threat care.
TKT-00231,CUST-331,Feature Request,Low,2024-03-27T20:15:47Z,2024-03-27T23:15:47Z,3.0,4.0,Daniel Wagner,chat,Life cover both class learn either control.
TKT-00232,CUST-325,Security,High,2024-03-22T04:11:00Z,2024-03-22T19:11:00Z,15.0,,Jamie Arnold,chat,So nothing serious compare task today.
TKT-00233,CUST-459,Billing,High,2024-03-10T15:02:53Z,2024-03-12T13:02:53Z,46.0,7.0,Abigail Shaffer,chat,Middle beautiful protect continue cell food.
TKT-00234,CUST-328,Performance,Low,2024-03-14T16:03:31Z,,,,Noah Rhodes,portal,According himself land environment form.
TKT-00235,CUST-308,Technical,High,2024-03-26T07:43:14Z,2024-03-26T08:43:14Z,1.0,,Abigail Shaffer,phone,Reveal activity president realize artist brother fill if.
TKT-00236,CUST-427,Billing,High,2024-03-07T11:12:19Z,2024-03-08T17:12:19Z,30.0,5.0,Gina Moore,email,Type thousand show real police wait happen.
TKT-00237,CUST-092,Security,Medium,2024-03-07T11:22:56Z,2024-03-08T22:22:56Z,35.0,10.0,Abigail Shaffer,phone,Customer escalation: Despite card check security paper.. Reach out at emiles@example.net.
TKT-00238,CUST-252,Integration,Medium,2024-03-22T21:58:34Z,2024-03-23T17:58:34Z,20.0,6.0,Daniel Wagner,phone,Support request: Foreign minute break day.
TKT-00239,CUST-179,Feature Request,Low,2024-03-22T03:40:58Z,,,,Gina Moore,chat,Major together knowledge argue car indeed nor next.
TKT-00240,CUST-026,Technical,High,2024-03-15T23:49:39Z,2024-03-18T18:49:39Z,67.0,,Jamie Arnold,phone,Rich how staff second official.
TKT-00241,CUST-078,Billing,Medium,2024-03-25T20:29:49Z,2024-03-28T12:29:49Z,64.0,,Lisa Hensley,chat,Interest red must.
TKT-00242,CUST-027,Performance,Critical,2024-03-09T02:54:43Z,2024-03-10T04:54:43Z,26.0,8.0,Noah Rhodes,email,Various attorney value all.
TKT-00243,CUST-070,Performance,Medium,2024-03-08T16:51:23Z,2024-03-08T22:51:23Z,6.0,9.0,Connie Lawrence,portal,Support request: Conference career political role white hear.
TKT-00244,CUST-196,Technical,High,2024-03-29T08:51:07Z,2024-03-31T02:51:07Z,42.0,2.0,Connie Lawrence,phone,Large true help bag who themselves.
TKT-00245,CUST-391,Account,Medium,2024-03-23T13:50:28Z,2024-03-25T13:50:28Z,48.0,6.0,Daniel Wagner,email,President girl condition Mr.
TKT-00246,CUST-215,Security,Low,2024-03-13T05:36:52Z,2024-03-14T08:36:52Z,27.0,9.0,Angie Henderson,email,Support request: Camera without strong series without leg rest.
TKT-00247,CUST-194,Onboarding,Low,2024-03-18T19:45:04Z,2024-03-21T09:45:04Z,62.0,10.0,Abigail Shaffer,email,Mother statement easy get every visit.
TKT-00248,CUST-334,Integration,Low,2024-03-28T19:43:15Z,2024-03-30T13:43:15Z,42.0,3.0,Gina Moore,email,Support request: Allow produce past view.
TKT-00249,CUST-271,Billing,High,2024-03-13T07:01:43Z,2024-03-16T02:01:43Z,67.0,4.0,Ryan Munoz,portal,Drive attack order.
TKT-00250,CUST-490,Technical,Low,2024-03-10T01:45:54Z,2024-03-11T22:45:54Z,45.0,6.0,Angie Henderson,chat,Support request: Our reflect any scientist I doctor describe.
TKT-00251,CUST-205,Technical,Low,2024-03-14T14:50:39Z,2024-03-15T04:50:39Z,14.0,6.0,Lisa Hensley,email,Cell year doctor trouble.
TKT-00252,CUST-180,Technical,Medium,2024-03-26T00:12:24Z,2024-03-27T12:12:24Z,36.0,8.0,Cristian Santos,chat,Five our pull fly few century produce.
TKT-00253,CUST-105,Onboarding,Low,2024-03-11T14:43:59Z,2024-03-14T02:43:59Z,60.0,10.0,Allison Hill,email,Including every news option same.
TKT-00254,CUST-264,Technical,Critical,2024-03-28T23:37:52Z,2024-03-29T06:37:52Z,7.0,7.0,Monica Herrera,portal,Personal interview many win.
TKT-00255,CUST-428,Account,Low,2024-03-20T19:01:51Z,2024-03-21T12:01:51Z,17.0,1.0,Noah Rhodes,email,Skill five indicate chance heavy senior.
TKT-00256,CUST-072,Integration,Medium,2024-03-09T10:56:04Z,,,,Lisa Hensley,email,Drive different tax certain leg arm include.
TKT-00257,CUST-221,Technical,Medium,2024-03-07T21:16:11Z,2024-03-10T18:16:11Z,69.0,1.0,Connie Lawrence,email,Support request: Newspaper care drug data position two.
TKT-00258,CUST-436,Feature Request,Low,2024-03-12T15:57:55Z,2024-03-14T08:57:55Z,41.0,8.0,Angie Henderson,chat,Begin right couple environmental purpose owner.
TKT-00259,CUST-252,Technical,Medium,2024-03-27T08:23:32Z,2024-03-28T04:23:32Z,20.0,6.0,Abigail Shaffer,phone,Could seven right next.
TKT-00260,CUST-437,Feature Request,Low,2024-03-15T02:35:23Z,2024-03-15T11:35:23Z,9.0,5.0,Jamie Arnold,email,Support request: Decade trade field training deep couple scientist.
TKT-00261,CUST-108,Onboarding,Medium,2024-03-10T22:46:36Z,,,,Daniel Wagner,email,Trial receive region however dream focus executive.
TKT-00262,CUST-415,Onboarding,High,2024-03-29T16:59:45Z,2024-03-31T02:59:45Z,34.0,10.0,Cristian Santos,email,Move grow end mention market better wonder.
TKT-00263,CUST-460,Account,High,2024-03-01T17:39:43Z,2024-03-02T04:39:43Z,11.0,3.0,Gabrielle Davis,phone,Support request: Seven floor data fine animal ten scientist.
TKT-00264,CUST-004,Integration,Medium,2024-03-17T18:45:39Z,2024-03-19T13:45:39Z,43.0,5.0,Ryan Munoz,email,Support request: End various often.
TKT-00265,CUST-254,Security,Low,2024-03-09T23:54:25Z,2024-03-11T03:54:25Z,28.0,3.0,Angie Henderson,portal,Support request: Far cultural discover now early nearly.
TKT-00266,CUST-104,Feature Request,High,2024-03-22T22:39:26Z,2024-03-24T19:39:26Z,45.0,10.0,Gabrielle Davis,email,Either start whom politics make collection.
TKT-00267,CUST-184,Performance,Medium,2024-03-28T03:45:26Z,2024-03-30T03:45:26Z,48.0,7.0,Connie Lawrence,chat,Support request: College result major true my politics.
TKT-00268,CUST-229,Billing,Medium,2024-03-25T05:39:47Z,2024-03-25T13:39:47Z,8.0,3.0,Michele Williams,chat,Model stuff avoid stand.
TKT-00269,CUST-110,Account,Low,2024-03-25T17:46:21Z,2024-03-28T10:46:21Z,65.0,6.0,Gina Moore,email,Share include successful.
TKT-00270,CUST-298,Account,Low,2024-03-25T01:31:33Z,2024-03-25T12:31:33Z,11.0,9.0,Angie Henderson,chat,Support request: Attack character despite lay art.
TKT-00271,CUST-458,Technical,High,2024-03-19T21:24:12Z,2024-03-21T06:24:12Z,33.0,5.0,Jamie Arnold,phone,Support request: Tree process administration mother in admit reveal movie.
TKT-00272,CUST-312,Account,Low,2024-03-04T04:43:36Z,,,,Monica Herrera,portal,Admit spend purpose south travel.
TKT-00273,CUST-004,Technical,Medium,2024-03-09T10:10:43Z,2024-03-10T20:10:43Z,34.0,9.0,Angie Henderson,phone,Truth modern drive people.
TKT-00274,CUST-031,Performance,Medium,2024-03-14T15:16:43Z,2024-03-17T03:16:43Z,60.0,1.0,Ryan Munoz,email,Spring environment however health image.
TKT-00275,CUST-334,Security,Low,2024-03-23T22:49:17Z,2024-03-26T05:49:17Z,55.0,8.0,Allison Hill,chat,During recently feel stock ball yard practice.
TKT-00276,CUST-286,Onboarding,High,2024-03-23T08:51:01Z,2024-03-23T13:51:01Z,5.0,8.0,Gina Moore,chat,Behavior here need.
TKT-00277,CUST-211,Performance,Medium,2024-03-14T01:55:36Z,2024-03-16T15:55:36Z,62.0,10.0,Michele Williams,portal,Pm reflect bar suddenly.
TKT-00278,CUST-162,Feature Request,Low,2024-03-10T15:15:13Z,2024-03-11T19:15:13Z,28.0,9.0,Allison Hill,phone,Not teach believe month amount deep.
TKT-00279,CUST-420,Technical,Low,2024-03-01T03:46:27Z,2024-03-02T16:46:27Z,37.0,,Michele Williams,portal,Little another avoid understand tonight nor allow.
TKT-00280,CUST-138,Security,Medium,2024-03-27T21:07:19Z,2024-03-28T20:07:19Z,23.0,6.0,Angie Henderson,email,Administration debate certain star start up.
TKT-00281,CUST-138,Billing,Low,2024-03-22T17:26:30Z,2024-03-24T01:26:30Z,32.0,10.0,Lisa Hensley,portal,Support request: Class drive strong home to.
TKT-00282,CUST-001,Billing,High,2024-03-15T02:09:44Z,2024-03-15T16:09:44Z,14.0,7.0,Abigail Shaffer,phone,Himself science so ready bad seat.
TKT-00283,CUST-009,Onboarding,Medium,2024-03-13T23:54:41Z,2024-03-16T20:54:41Z,69.0,1.0,Allison Hill,portal,Approach join stuff future shoulder western.
TKT-00284,CUST-147,Feature Request,Medium,2024-03-10T13:03:59Z,2024-03-12T10:03:59Z,45.0,3.0,Dylan Miller,chat,Why for plant situation late direction.
TKT-00285,CUST-469,Account,High,2024-03-07T08:02:52Z,2024-03-09T05:02:52Z,45.0,7.0,Angie Henderson,portal,Wait it quickly produce beat peace something.
TKT-00286,CUST-068,Billing,Low,2024-03-27T19:07:30Z,2024-03-30T11:07:30Z,64.0,7.0,Angie Henderson,phone,Bank child Republican plant.
TKT-00287,CUST-231,Integration,Medium,2024-03-04T10:11:27Z,2024-03-07T00:11:27Z,62.0,1.0,Monica Herrera,portal,First blood accept final growth especially.
TKT-00288,CUST-046,Billing,Medium,2024-03-03T02:21:23Z,2024-03-03T15:21:23Z,13.0,4.0,Connie Lawrence,phone,Beautiful issue news mention.
TKT-00289,CUST-095,Onboarding,Medium,2024-03-04T03:34:20Z,2024-03-04T19:34:20Z,16.0,8.0,Noah Rhodes,chat,Ago government behavior our.
TKT-00290,CUST-115,Billing,High,2024-03-30T11:02:52Z,2024-04-01T12:02:52Z,49.0,,Daniel Wagner,chat,Support request: Tell activity including single right nice.
TKT-00291,CUST-197,Technical,Low,2024-03-23T09:27:38Z,2024-03-23T20:27:38Z,11.0,4.0,Noah Rhodes,portal,Occur college herself catch feeling.
TKT-00292,CUST-345,Security,Medium,2024-03-08T07:30:04Z,2024-03-08T16:30:04Z,9.0,,Gina Moore,email,Support request: Certainly cold every feel site guess want.
TKT-00293,CUST-499,Integration,Low,2024-03-08T10:14:56Z,,,,Ryan Munoz,chat,Many pattern leader career according how success here.
TKT-00294,CUST-077,Integration,Low,2024-03-22T05:06:24Z,2024-03-24T05:06:24Z,48.0,4.0,Cristian Santos,chat,Key issue statement prepare organization feel.
TKT-00295,CUST-492,Account,High,2024-03-02T07:59:49Z,2024-03-04T03:59:49Z,44.0,9.0,Cristian Santos,chat,Water cut fire who why fact reason make.
TKT-00296,CUST-360,Integration,Low,2024-03-11T22:28:44Z,2024-03-13T14:28:44Z,40.0,,Noah Rhodes,chat,Support request: Site for exactly skill half usually customer.
TKT-00297,CUST-130,Billing,Medium,2024-03-01T04:55:44Z,2024-03-02T06:55:44Z,26.0,9.0,Jamie Arnold,email,Conference should agree road wall decide something.
TKT-00298,CUST-388,Onboarding,Low,2024-03-25T01:00:44Z,2024-03-25T05:00:44Z,4.0,7.0,Cristian Santos,email,Standard somebody important material.
TKT-00299,CUST-097,Onboarding,Medium,2024-03-20T00:37:52Z,2024-03-21T19:37:52Z,43.0,,Angie Henderson,chat,Drug probably resource smile available.
TKT-00300,CUST-091,Security,Low,2024-03-01T11:21:34Z,2024-03-03T04:21:34Z,41.0,10.0,Ryan Munoz,chat,Look husband media turn reality myself so growth.
TKT-00301,CUST-203,Billing,Medium,2024-03-11T11:16:24Z,2024-03-12T11:16:24Z,24.0,3.0,Michele Williams,email,Order trial body eat professor coach partner.
TKT-00302,CUST-486,Billing,Medium,2024-03-09T13:48:06Z,,,,Lisa Hensley,chat,Support request: Worker quality hundred sell whole involve action.
TKT-00303,CUST-414,Billing,Medium,2024-03-18T22:16:32Z,2024-03-20T11:16:32Z,37.0,3.0,Lisa Hensley,email,Develop section newspaper reach determine.
TKT-00304,CUST-204,Technical,High,2024-03-17T06:28:43Z,2024-03-20T00:28:43Z,66.0,,Ryan Munoz,phone,Issue description: Hospital sign open matter general agency.. Call 725-945-7387 if urgent.
TKT-00305,CUST-182,Performance,Low,2024-03-03T01:03:04Z,2024-03-05T11:03:04Z,58.0,7.0,Connie Lawrence,chat,Just recent five feel.
TKT-00306,CUST-211,Billing,Low,2024-03-03T04:08:57Z,,,,Monica Herrera,chat,Support request: Against gas body son.. Email zacharyarnold@example.com for details.
TKT-00307,CUST-493,Billing,Medium,2024-03-29T05:48:35Z,,,,Lisa Hensley,chat,Or home relate day sell speak artist.
TKT-00308,CUST-038,Integration,Medium,2024-03-02T15:38:13Z,,,,Gabrielle Davis,chat,Son Mr hand culture.
TKT-00309,CUST-160,Security,High,2024-03-02T00:58:38Z,2024-03-02T04:58:38Z,4.0,9.0,Daniel Wagner,chat,Energy television month police.
TKT-00310,CUST-329,Account,Critical,2024-03-13T20:53:44Z,2024-03-15T01:53:44Z,29.0,,Michele Williams,chat,Home hotel box goal leader common purpose song.
TKT-00311,CUST-379,Performance,Medium,2024-03-17T08:40:05Z,2024-03-18T11:40:05Z,27.0,2.0,Allison Hill,phone,Opportunity public finish draw bring health center home.
TKT-00312,CUST-390,Security,High,2024-03-24T04:58:04Z,2024-03-26T01:58:04Z,45.0,,Gina Moore,chat,Case himself control player really population yourself never.
TKT-00313,CUST-036,Security,Low,2024-03-30T19:21:19Z,2024-04-01T15:21:19Z,44.0,5.0,Monica Herrera,email,Eye cost success people tend weight machine.
TKT-00314,CUST-193,Account,Critical,2024-03-04T02:24:01Z,2024-03-04T20:24:01Z,18.0,1.0,Lisa Hensley,email,Spring white measure manager range.
TKT-00315,CUST-231,Technical,High,2024-03-29T17:48:28Z,,,,Monica Herrera,email,Report kitchen cold not somebody determine.
TKT-00316,CUST-143,Integration,Medium,2024-03-16T21:20:59Z,2024-03-19T00:20:59Z,51.0,2.0,Connie Lawrence,chat,Ever Mrs collection.
TKT-00317,CUST-351,Security,Medium,2024-03-22T15:11:56Z,2024-03-23T16:11:56Z,25.0,5.0,Lisa Hensley,portal,Not significant manager member of environmental myself.
TKT-00318,CUST-018,Performance,Medium,2024-03-23T07:14:32Z,2024-03-25T19:14:32Z,60.0,4.0,Allison Hill,portal,Support request: My series service kid despite interesting.
TKT-00319,CUST-075,Billing,Low,2024-03-17T11:59:49Z,2024-03-17T23:59:49Z,12.0,,Michele Williams,portal,Fear yourself last give stage.
TKT-00320,CUST-232,Account,High,2024-03-24T05:46:31Z,2024-03-25T01:46:31Z,20.0,7.0,Jamie Arnold,phone,Tend bring speech decide scene ready.
TKT-00321,CUST-317,Security,High,2024-03-21T22:22:43Z,2024-03-22T21:22:43Z,23.0,,Jamie Arnold,email,Plan coach cause deal deal arrive go exactly.
TKT-00322,CUST-115,Feature Request,Medium,2024-03-07T04:11:09Z,2024-03-09T02:11:09Z,46.0,3.0,Jamie Arnold,chat,Collection without fall of weight method too.
TKT-00323,CUST-111,Performance,Medium,2024-03-02T18:15:22Z,2024-03-03T01:15:22Z,7.0,9.0,Ryan Munoz,portal,Career seek in arrive.
TKT-00324,CUST-199,Account,Critical,2024-03-06T06:19:30Z,,,,Noah Rhodes,email,Term camera tend economic represent.
TKT-00325,CUST-113,Onboarding,Medium,2024-03-17T02:45:22Z,2024-03-17T16:45:22Z,14.0,7.0,Connie Lawrence,portal,Support request: Seven put majority officer environmental.
TKT-00326,CUST-001,Technical,Low,2024-03-10T11:43:09Z,,,,Angie Henderson,email,Heart away some shoulder idea seek.
TKT-00327,CUST-013,Performance,Medium,2024-03-06T20:27:09Z,2024-03-09T04:27:09Z,56.0,9.0,Angie Henderson,portal,Lawyer maintain old than suggest behavior.
TKT-00328,CUST-176,Account,High,2024-03-08T18:48:56Z,2024-03-10T20:48:56Z,50.0,2.0,Michele Williams,chat,Play recently sure somebody huge why station.
TKT-00329,CUST-436,Onboarding,Low,2024-03-09T21:30:41Z,,,,Daniel Wagner,phone,Environmental stock front official not magazine gas.
TKT-00330,CUST-196,Performance,High,2024-03-29T16:44:54Z,2024-03-31T03:44:54Z,35.0,4.0,Cristian Santos,chat,Animal phone student.
TKT-00331,CUST-264,Technical,Low,2024-03-24T05:20:34Z,2024-03-27T03:20:34Z,70.0,,Gabrielle Davis,email,Buy tax kid.
TKT-00332,CUST-259,Performance,Low,2024-03-16T05:20:57Z,2024-03-16T11:20:57Z,6.0,6.0,Daniel Wagner,chat,Yeah into yet.
TKT-00333,CUST-464,Technical,High,2024-03-28T09:52:55Z,2024-03-30T04:52:55Z,43.0,2.0,Connie Lawrence,phone,User reported issue with Think few themselves theory.. Please contact penajohn@example.com or +1-520-964-3611x03712 for follow-up.
TKT-00334,CUST-459,Security,Medium,2024-03-04T06:28:56Z,2024-03-04T08:28:56Z,2.0,10.0,Lisa Hensley,phone,Account gas building.
TKT-00335,CUST-261,Security,Low,2024-03-11T03:16:26Z,2024-03-13T03:16:26Z,48.0,5.0,Gabrielle Davis,chat,Support request: Really local director become south billion.
TKT-00336,CUST-245,Integration,Low,2024-03-30T03:42:25Z,2024-03-30T19:42:25Z,16.0,9.0,Dylan Miller,email,Support request: Thing case similar send card year.
TKT-00337,CUST-371,Feature Request,Medium,2024-03-07T04:45:58Z,2024-03-09T13:45:58Z,57.0,1.0,Angie Henderson,chat,Support request: Attention none particular clearly.. Email jennifer26@example.net for details.
TKT-00338,CUST-323,Security,Medium,2024-03-01T07:08:46Z,2024-03-03T12:08:46Z,53.0,,Connie Lawrence,portal,Support request: Network outside parent single real.
TKT-00339,CUST-357,Feature Request,Medium,2024-03-15T11:39:29Z,2024-03-17T22:39:29Z,59.0,2.0,Ryan Munoz,email,Day parent country hot position.
TKT-00340,CUST-297,Integration,Medium,2024-03-30T20:01:56Z,,,,Michele Williams,chat,Manager both matter order month.
TKT-00341,CUST-289,Technical,Medium,2024-03-09T14:10:40Z,,,,Dylan Miller,email,Would value car.
TKT-00342,CUST-231,Billing,Low,2024-03-30T14:42:50Z,2024-03-31T11:42:50Z,21.0,3.0,Monica Herrera,email,Inside national common likely would authority onto.
TKT-00343,CUST-193,Integration,Medium,2024-03-27T08:24:54Z,2024-03-28T13:24:54Z,29.0,2.0,Cristian Santos,email,Energy always art.
