ticket_id,customer_id,category,priority,created_at,resolved_at,resolution_hours,satisfaction_score,agent_name,channel,description
TKT-00171,CUST-158,Technical,Low,2024-01-22T10:42:20Z,2024-01-24T22:42:20Z,60.0,4.0,Cristian Santos,email,General run pick sign.
TKT-00172,CUST-025,Account,Low,2024-01-30T15:56:32Z,2024-02-02T10:56:32Z,67.0,3.0,Angie Henderson,email,Card good full poor store range.
TKT-00173,CUST-254,Security,Medium,2024-01-11T21:53:55Z,2024-01-13T20:53:55Z,47.0,4.0,Ryan Munoz,portal,Place specific as simply leader fall analysis.
TKT-00174,CUST-473,Security,High,2024-01-26T02:41:32Z,2024-01-26T09:41:32Z,7.0,4.0,Connie Lawrence,chat,User reported issue with Though firm financial huge spring.. Please contact wking@example.net or 845.905.4156 for follow-up.
TKT-00175,CUST-361,Onboarding,High,2024-01-20T04:10:50Z,2024-01-22T04:10:50Z,48.0,4.0,Angie Henderson,email,Support request: Fund cost reality happen something entire.
TKT-00176,CUST-219,Billing,Medium,2024-01-16T12:28:09Z,2024-01-19T07:28:09Z,67.0,,Gina Moore,chat,Support request: Risk bad own state.
TKT-00177,CUST-026,Billing,High,2024-01-08T05:28:16Z,2024-01-10T01:28:16Z,44.0,,Gina Moore,chat,Support request: Family bill foreign fast knowledge response coach.
TKT-00178,CUST-097,Security,Medium,2024-01-22T15:33:23Z,2024-01-25T08:33:23Z,65.0,3.0,Cristian Santos,phone,Goal amount thank good your ever.
TKT-00179,CUST-407,Account,Medium,2024-01-11T22:19:06Z,2024-01-14T19:19:06Z,69.0,4.0,Gina Moore,chat,Support request: Avoid point guy song.
TKT-00180,CUST-113,Onboarding,Low,2024-01-11T03:08:51Z,2024-01-12T06:08:51Z,27.0,4.0,Gabrielle Davis,portal,User reported issue with Well central parent sit.. Please contact martinezjoel@example.net or (456)790-9275x571 for follow-up.
TKT-00181,CUST-085,Performance,Low,2024-01-12T06:59:30Z,2024-01-12T20:59:30Z,14.0,5.0,Jamie Arnold,chat,Customer escalation: Fire everything whether ago control military.. Reach out at greenjorge@example.com.
TKT-00182,CUST-354,Integration,Medium,2024-01-08T07:23:59Z,,,,Angie Henderson,chat,Specific whose worry property.
TKT-00183,CUST-411,Account,Medium,2024-01-03T13:57:28Z,2024-01-05T19:57:28Z,54.0,3.0,Daniel Wagner,email,Nearly face feel church.
TKT-00184,CUST-092,Account,Low,2024-01-11T09:24:33Z,2024-01-14T02:24:33Z,65.0,4.0,Allison Hill,email,Soldier meeting building cut.
TKT-00185,CUST-183,Feature Request,Medium,2024-01-14T21:37:08Z,2024-01-15T14:37:08Z,17.0,,Allison Hill,portal,Door management guess occur.
TKT-00186,CUST-231,Security,Low,2024-01-27T10:35:07Z,2024-01-30T02:35:07Z,64.0,2.0,Noah Rhodes,chat,Sound necessary partner beat finally yourself rest.
TKT-00187,CUST-495,Billing,Low,2024-01-15T09:46:36Z,2024-01-17T16:46:36Z,55.0,3.0,Angie Henderson,phone,Improve important offer by first avoid letter.
TKT-00188,CUST-201,Performance,Medium,2024-01-24T16:01:50Z,2024-01-27T06:01:50Z,62.0,1.0,Cristian Santos,portal,General there sister policy consider whom item.
TKT-00189,CUST-374,Billing,High,2024-01-30T13:22:04Z,2024-01-31T05:22:04Z,16.0,1.0,Jamie Arnold,phone,Story million fight class.
TKT-00190,CUST-133,Onboarding,Low,2024-01-13T16:06:09Z,2024-01-14T06:06:09Z,14.0,5.0,Michele Williams,phone,Generation wait thus suffer economy.
TKT-00191,CUST-003,Feature Request,Medium,2024-01-13T05:38:46Z,2024-01-14T06:38:46Z,25.0,5.0,Monica Herrera,phone,Ever person pass behavior political option oil.
TKT-00192,CUST-003,Integration,Critical,2024-01-08T13:53:30Z,2024-01-09T16:53:30Z,27.0,4.0,Gabrielle Davis,email,Support request: Probably result painting successful.
TKT-00193,CUST-071,Feature Request,Medium,2024-01-22T19:26:18Z,,,,Angie Henderson,email,Support request: American tell ball we side enough decision.
TKT-00194,CUST-346,Technical,Medium,2024-01-12T10:26:48Z,2024-01-13T21:26:48Z,35.0,4.0,Dylan Miller,chat,Indicate police marriage phone face what lot.
TKT-00195,CUST-208,Feature Request,Low,2024-01-03T05:54:03Z,2024-01-03T12:54:03Z,7.0,4.0,Angie Henderson,chat,Father authority art keep machine daughter.
TKT-00196,CUST-134,Integration,Low,2024-01-06T04:36:49Z,2024-01-08T13:36:49Z,57.0,4.0,Cristian Santos,email,Century technology floor write generation human set middle.
TKT-00197,CUST-128,Billing,Low,2024-01-16T09:38:56Z,2024-01-17T14:38:56Z,29.0,5.0,Jamie Arnold,phone,Support request: Five letter environment easy.
TKT-00198,CUST-026,Security,Low,2024-01-20T14:44:29Z,2024-01-23T03:44:29Z,61.0,3.0,Michele Williams,chat,Anything war ten industry.
TKT-00199,CUST-488,Feature Request,High,2024-01-19T03:04:44Z,2024-01-19T15:04:44Z,12.0,5.0,Angie Henderson,phone,Spend value return couple.
TKT-00200,CUST-120,Account,Medium,2024-01-16T03:52:11Z,2024-01-18T09:52:11Z,54.0,5.0,Gina Moore,chat,Marriage method material final.
TKT-00201,CUST-145,Performance,Medium,2024-01-25T18:53:07Z,2024-01-28T03:53:07Z,57.0,2.0,Jamie Arnold,phone,Bed hotel lead.
TKT-00202,CUST-197,Account,Medium,2024-01-06T00:11:27Z,2024-01-08T04:11:27Z,52.0,,Ryan Munoz,portal,Support request: Democrat good anything manager think.
TKT-00203,CUST-192,Integration,High,2024-01-15T14:46:25Z,2024-01-18T05:46:25Z,63.0,4.0,Dylan Miller,email,Experience account blue care enough hand idea.
TKT-00204,CUST-474,Billing,Low,2024-01-07T08:05:04Z,2024-01-08T05:05:04Z,21.0,4.0,Michele Williams,chat,Hundred now crime.
TKT-00205,CUST-376,Billing,Medium,2024-01-22T11:23:04Z,2024-01-22T15:23:04Z,4.0,,Abigail Shaffer,email,Eye hit late near stay perhaps particularly.
TKT-00206,CUST-443,Account,Medium,2024-01-29T12:55:56Z,2024-01-30T07:55:56Z,19.0,4.0,Daniel Wagner,phone,Customer escalation: Window hour some fund.. Reach out at kari39@example.net.
TKT-00207,CUST-372,Onboarding,Medium,2024-01-01T08:10:10Z,2024-01-04T05:10:10Z,69.0,2.0,Gina Moore,chat,Five hotel pattern successful order medical meeting majority.
TKT-00208,CUST-486,Integration,Low,2024-01-10T04:50:12Z,2024-01-12T16:50:12Z,60.0,5.0,Daniel Wagner,portal,Feel staff happy purpose woman on someone.
TKT-00209,CUST-046,Technical,Low,2024-01-30T19:49:27Z,2024-01-31T19:49:27Z,24.0,1.0,Noah Rhodes,portal,Issue description: Ago listen whose situation simply officer return on.. Call (830)491-3075 if urgent.
TKT-00210,CUST-442,Account,Medium,2024-01-25T17:38:14Z,2024-01-27T11:38:14Z,42.0,3.0,Ryan Munoz,phone,Real improve simple turn their save.
TKT-00211,CUST-391,Account,Low,2024-01-22T08:18:19Z,2024-01-22T13:18:19Z,5.0,1.0,Jamie Arnold,phone,Relationship million night your.
TKT-00212,CUST-383,Technical,Low,2024-01-08T22:52:11Z,2024-01-10T23:52:11Z,49.0,5.0,Cristian Santos,phone,Moment finish community treatment garden great sign.
TKT-00213,CUST-143,Integration,Medium,2024-01-04T07:04:49Z,2024-01-05T01:04:49Z,18.0,2.0,Angie Henderson,email,Particular court east newspaper different.
TKT-00214,CUST-224,Billing,Low,2024-01-19T14:49:03Z,2024-01-21T14:49:03Z,48.0,4.0,Abigail Shaffer,email,Side relate real major look.
TKT-00215,CUST-019,Security,Medium,2024-01-25T17:49:47Z,2024-01-28T06:49:47Z,61.0,5.0,Gabrielle Davis,chat,Value somebody event business quality here woman.
TKT-00216,CUST-369,Billing,Medium,2024-01-15T22:18:53Z,2024-01-17T09:18:53Z,35.0,5.0,Noah Rhodes,chat,West source fact explain research get.
TKT-00217,CUST-295,Technical,Low,2024-01-11T11:50:38Z,2024-01-14T08:50:38Z,69.0,5.0,Angie Henderson,email,Pretty section degree still even no.
TKT-00218,CUST-285,Onboarding,High,2024-01-03T08:47:44Z,2024-01-05T15:47:44Z,55.0,2.0,Angie Henderson,email,Case past only drug prove.
TKT-00219,CUST-077,Technical,High,2024-01-06T07:49:46Z,2024-01-07T05:49:46Z,22.0,3.0,Dylan Miller,phone,Difficult do beyond form line race case.
TKT-00220,CUST-126,Performance,Medium,2024-01-16T08:38:23Z,2024-01-19T07:38:23Z,71.0,2.0,Daniel Wagner,portal,Within citizen present thing little practice sense.
TKT-00221,CUST-430,Account,Medium,2024-01-04T12:38:33Z,2024-01-06T16:38:33Z,52.0,,Daniel Wagner,phone,Fly position traditional become off.
TKT-00222,CUST-493,Integration,Low,2024-01-29T10:33:19Z,2024-01-30T18:33:19Z,32.0,,Jamie Arnold,email,School sure also TV individual study value.
TKT-00223,CUST-340,Performance,Low,2024-01-03T13:27:31Z,2024-01-05T06:27:31Z,41.0,4.0,Abigail Shaffer,email,Support request: Young however many.
TKT-00224,CUST-277,Technical,Low,2024-01-10T23:38:58Z,2024-01-12T07:38:58Z,32.0,5.0,Allison Hill,email,Theory across nothing blue work.
TKT-00225,CUST-006,Billing,Medium,2024-01-27T06:36:02Z,,,,Lisa Hensley,phone,Support request: Lawyer political modern threat care.
TKT-00226,CUST-402,Performance,Low,2024-01-01T05:29:35Z,2024-01-02T13:29:35Z,32.0,3.0,Michele Williams,email,Life cover both class learn either control.
TKT-00227,CUST-071,Performance,Medium,2024-01-11T13:11:16Z,2024-01-14T05:11:16Z,64.0,2.0,Dylan Miller,chat,So nothing serious compare task today.
TKT-00228,CUST-023,Billing,Medium,2024-01-29T22:06:10Z,2024-01-31T08:06:10Z,34.0,4.0,Connie Lawrence,email,Middle beautiful protect continue cell food.
TKT-00229,CUST-111,Performance,Low,2024-01-17T15:27:22Z,2024-01-19T12:27:22Z,45.0,4.0,Lisa Hensley,chat,Customer escalation: According himself land environment form.. Reach out at greenmichael@example.org.
TKT-00230,CUST-070,Security,High,2024-01-26T05:21:58Z,2024-01-26T17:21:58Z,12.0,3.0,Abigail Shaffer,portal,Support request: Determine whatever long lawyer writer health reduce tree.
TKT-00231,CUST-476,Security,Critical,2024-01-07T12:26:25Z,,,,Jamie Arnold,portal,Soon stay seven quite other skin moment.
TKT-00232,CUST-034,Security,Medium,2024-01-06T13:12:27Z,,,,Dylan Miller,chat,Region back nor article natural measure of.
TKT-00233,CUST-365,Technical,Medium,2024-01-19T12:02:32Z,2024-01-19T23:02:32Z,11.0,4.0,Lisa Hensley,chat,Clearly take kind quite.
TKT-00234,CUST-189,Technical,Medium,2024-01-28T23:16:01Z,2024-01-29T01:16:01Z,2.0,2.0,Gabrielle Davis,phone,Support request: Major together knowledge argue car indeed nor next.
TKT-00235,CUST-310,Feature Request,Low,2024-01-29T15:45:36Z,2024-01-30T18:45:36Z,27.0,3.0,Michele Williams,phone,Rich how staff second official.
TKT-00236,CUST-336,Performance,Low,2024-01-17T03:36:51Z,,,,Cristian Santos,chat,Interest red must.
TKT-00237,CUST-261,Account,Medium,2024-01-03T03:21:57Z,2024-01-04T00:21:57Z,21.0,4.0,Lisa Hensley,portal,Various attorney value all.
TKT-00238,CUST-136,Technical,Medium,2024-01-06T02:46:53Z,2024-01-08T03:46:53Z,49.0,3.0,Noah Rhodes,email,Support request: Conference career political role white hear.
TKT-00239,CUST-017,Performance,Medium,2024-01-02T16:33:37Z,2024-01-03T22:33:37Z,30.0,3.0,Ryan Munoz,phone,Customer escalation: Large true help bag who themselves.. Reach out at desireebailey@example.org.
TKT-00240,CUST-189,Security,Medium,2024-01-08T08:03:33Z,2024-01-09T17:03:33Z,33.0,1.0,Gina Moore,email,Easy get every visit right.
TKT-00241,CUST-417,Onboarding,Low,2024-01-23T08:16:33Z,2024-01-25T13:16:33Z,53.0,1.0,Dylan Miller,phone,Allow produce past view.
TKT-00242,CUST-492,Onboarding,Low,2024-01-19T18:28:19Z,2024-01-22T02:28:19Z,56.0,,Connie Lawrence,chat,Customer escalation: Drive attack order.. Reach out at tharper@example.org.
TKT-00243,CUST-039,Feature Request,High,2024-01-03T23:42:12Z,,,,Gina Moore,chat,Five our pull fly few century produce.
TKT-00244,CUST-238,Technical,High,2024-01-10T06:59:10Z,,,,Allison Hill,email,Including every news option same.
TKT-00245,CUST-494,Onboarding,Low,2024-01-02T02:10:36Z,2024-01-02T03:10:36Z,1.0,5.0,Michele Williams,portal,Personal interview many win.
TKT-00246,CUST-266,Onboarding,Low,2024-01-16T03:05:36Z,2024-01-16T23:05:36Z,20.0,2.0,Dylan Miller,email,Issue description: Skill five indicate chance heavy senior.. Call 001-627-508-6688x263 if urgent.
TKT-00247,CUST-132,Integration,Low,2024-01-07T17:08:41Z,2024-01-09T18:08:41Z,49.0,2.0,Connie Lawrence,phone,Position two suggest begin right couple.
TKT-00248,CUST-021,Onboarding,Low,2024-01-20T08:40:16Z,2024-01-20T12:40:16Z,4.0,3.0,Jamie Arnold,chat,User reported issue with Help painting always authority source.. Please contact timothybooth@example.com or 603-831-7393x6385 for follow-up.
TKT-00249,CUST-149,Security,High,2024-01-21T17:55:50Z,,,,Daniel Wagner,phone,Move grow end mention market better wonder.
TKT-00250,CUST-260,Security,Low,2024-01-19T16:26:34Z,2024-01-22T15:26:34Z,71.0,1.0,Gina Moore,chat,Support request: Seven floor data fine animal ten scientist.
TKT-00251,CUST-473,Billing,Low,2024-01-19T06:20:59Z,,,,Connie Lawrence,email,End various often.
TKT-00252,CUST-170,Account,Low,2024-01-09T06:33:03Z,2024-01-09T20:33:03Z,14.0,5.0,Cristian Santos,email,Support request: Far cultural discover now early nearly.
TKT-00253,CUST-467,Account,High,2024-01-18T23:46:45Z,2024-01-19T03:46:45Z,4.0,3.0,Noah Rhodes,phone,Either start whom politics make collection.
TKT-00254,CUST-155,Billing,Low,2024-01-23T04:04:33Z,2024-01-24T11:04:33Z,31.0,4.0,Michele Williams,portal,College result major true my politics.
TKT-00255,CUST-370,Security,Medium,2024-01-02T02:14:18Z,2024-01-02T12:14:18Z,10.0,1.0,Gina Moore,email,Model stuff avoid stand.
TKT-00256,CUST-208,Performance,Low,2024-01-26T23:29:32Z,,,,Abigail Shaffer,chat,Share include successful.
TKT-00257,CUST-379,Account,Medium,2024-01-02T21:06:21Z,2024-01-05T11:06:21Z,62.0,5.0,Allison Hill,email,Attack character despite lay art.
TKT-00258,CUST-207,Feature Request,Low,2024-01-13T01:11:34Z,2024-01-13T12:11:34Z,11.0,3.0,Lisa Hensley,portal,Tree process administration mother in admit reveal movie.
TKT-00259,CUST-280,Technical,High,2024-01-15T23:13:20Z,2024-01-16T11:13:20Z,12.0,1.0,Cristian Santos,email,Admit spend purpose south travel.
TKT-00260,CUST-030,Account,High,2024-01-18T22:33:41Z,2024-01-19T07:33:41Z,9.0,2.0,Gabrielle Davis,email,Truth modern drive people.
TKT-00261,CUST-060,Account,Low,2024-01-09T06:12:19Z,2024-01-10T09:12:19Z,27.0,,Michele Williams,email,Spring environment however health image.
TKT-00262,CUST-361,Onboarding,Medium,2024-01-11T17:14:00Z,2024-01-13T03:14:00Z,34.0,1.0,Cristian Santos,chat,During recently feel stock ball yard practice.
TKT-00263,CUST-044,Integration,High,2024-01-27T22:06:10Z,,,,Michele Williams,email,Behavior here need.
TKT-00264,CUST-096,Security,Medium,2024-01-21T10:51:31Z,2024-01-22T08:51:31Z,22.0,,Daniel Wagner,email,Support request: Pm reflect bar suddenly.
TKT-00265,CUST-048,Onboarding,High,2024-01-04T08:08:10Z,2024-01-05T16:08:10Z,32.0,,Jamie Arnold,email,Not teach believe month amount deep.
TKT-00266,CUST-235,Account,Low,2024-01-29T08:50:24Z,2024-01-30T18:50:24Z,34.0,2.0,Ryan Munoz,email,Little another avoid understand tonight nor allow.
TKT-00267,CUST-267,Onboarding,Medium,2024-01-12T07:22:26Z,2024-01-14T04:22:26Z,45.0,4.0,Jamie Arnold,chat,Administration debate certain star start up.
TKT-00268,CUST-356,Feature Request,Medium,2024-01-09T12:31:39Z,2024-01-12T05:31:39Z,65.0,4.0,Gabrielle Davis,chat,Support request: Class drive strong home to.
TKT-00269,CUST-362,Security,Medium,2024-01-30T00:43:25Z,2024-01-30T09:43:25Z,9.0,1.0,Michele Williams,chat,Himself science so ready bad seat.
TKT-00270,CUST-355,Technical,High,2024-01-18T20:13:08Z,2024-01-19T00:13:08Z,4.0,1.0,Jamie Arnold,chat,Issue description: Approach join stuff future shoulder western.. Call +1-647-573-5866x2961 if urgent.
TKT-00271,CUST-047,Performance,Low,2024-01-22T16:53:26Z,2024-01-24T18:53:26Z,50.0,,Jamie Arnold,email,Bank child Republican plant.
TKT-00272,CUST-348,Billing,Medium,2024-01-05T16:59:47Z,2024-01-06T08:59:47Z,16.0,2.0,Ryan Munoz,email,First blood accept final growth especially.
TKT-00273,CUST-244,Security,Low,2024-01-02T23:42:55Z,2024-01-05T19:42:55Z,68.0,2.0,Abigail Shaffer,chat,Beautiful issue news mention.
TKT-00274,CUST-197,Feature Request,Low,2024-01-09T14:21:21Z,2024-01-11T10:21:21Z,44.0,5.0,Jamie Arnold,email,Support request: Ago government behavior our.
TKT-00275,CUST-034,Billing,Low,2024-01-11T19:47:18Z,2024-01-13T07:47:18Z,36.0,5.0,Abigail Shaffer,email,Tell activity including single right nice.
TKT-00276,CUST-417,Integration,Medium,2024-01-10T05:00:54Z,2024-01-10T15:00:54Z,10.0,3.0,Cristian Santos,email,Occur college herself catch feeling.
TKT-00277,CUST-284,Performance,Low,2024-01-25T02:18:02Z,2024-01-27T03:18:02Z,49.0,3.0,Noah Rhodes,email,Certainly cold every feel site guess want.
TKT-00278,CUST-034,Performance,Low,2024-01-29T06:54:48Z,2024-01-29T07:54:48Z,1.0,,Lisa Hensley,email,Support request: Many pattern leader career according how success here.
TKT-00279,CUST-444,Feature Request,Medium,2024-01-23T05:37:58Z,2024-01-25T12:37:58Z,55.0,3.0,Michele Williams,email,Key issue statement prepare organization feel.
TKT-00280,CUST-057,Performance,Medium,2024-01-30T22:40:48Z,2024-01-31T02:40:48Z,4.0,,Jamie Arnold,chat,Water cut fire who why fact reason make.
TKT-00281,CUST-153,Security,Medium,2024-01-08T08:23:46Z,2024-01-09T22:23:46Z,38.0,4.0,Daniel Wagner,email,Site for exactly skill half usually customer.
TKT-00282,CUST-226,Performance,High,2024-01-07T14:27:03Z,,,,Noah Rhodes,email,User reported issue with Conference should agree road wall decide something.. Please contact fuenteslaura@example.com or +1-872-843-4266x17979 for follow-up.
TKT-00283,CUST-054,Billing,Medium,2024-01-09T18:17:38Z,2024-01-10T14:17:38Z,20.0,1.0,Connie Lawrence,chat,Support request: Already why reduce speech order trial body.
TKT-00284,CUST-062,Feature Request,Medium,2024-01-23T04:43:49Z,2024-01-26T03:43:49Z,71.0,3.0,Gabrielle Davis,phone,Price great positive and worker.
TKT-00285,CUST-374,Account,Low,2024-01-15T21:25:15Z,2024-01-16T12:25:15Z,15.0,2.0,Gabrielle Davis,phone,Whom former someone black better develop.
TKT-00286,CUST-054,Feature Request,Medium,2024-01-28T11:59:08Z,2024-01-29T17:59:08Z,30.0,2.0,Daniel Wagner,email,Newspaper reach determine hear leg quickly real.
TKT-00287,CUST-077,Onboarding,Medium,2024-01-23T02:58:20Z,2024-01-25T08:58:20Z,54.0,4.0,Noah Rhodes,phone,General agency bit indeed.
TKT-00288,CUST-294,Feature Request,Medium,2024-01-03T06:17:25Z,2024-01-05T12:17:25Z,54.0,5.0,Cristian Santos,portal,Break wait center find.
TKT-00289,CUST-379,Feature Request,Low,2024-01-06T15:56:39Z,2024-01-08T15:56:39Z,48.0,,Angie Henderson,chat,Six miss give best reveal laugh attack.
TKT-00290,CUST-242,Feature Request,Medium,2024-01-26T13:43:03Z,,,,Jamie Arnold,phone,Special boy support.
TKT-00291,CUST-269,Billing,Low,2024-01-18T04:32:30Z,2024-01-20T02:32:30Z,46.0,5.0,Ryan Munoz,email,Quality clearly worker during.
TKT-00292,CUST-092,Technical,Medium,2024-01-30T20:57:06Z,2024-01-31T20:57:06Z,24.0,1.0,Michele Williams,chat,Necessary former interview left.
TKT-00293,CUST-018,Performance,Medium,2024-01-25T07:06:04Z,2024-01-26T08:06:04Z,25.0,,Daniel Wagner,email,Customer escalation: Picture control price how scene third.. Reach out at yvargas@example.org.
TKT-00294,CUST-473,Billing,Low,2024-01-05T08:57:40Z,2024-01-06T12:57:40Z,28.0,3.0,Allison Hill,chat,Provide majority whole finish home.
TKT-00295,CUST-402,Onboarding,Critical,2024-01-25T19:14:01Z,,,,Ryan Munoz,chat,Support request: Only girl suddenly pay sport relationship.
TKT-00296,CUST-374,Security,Medium,2024-01-28T21:12:28Z,2024-01-31T20:12:28Z,71.0,3.0,Angie Henderson,phone,Try opportunity public finish draw.
TKT-00297,CUST-471,Performance,Medium,2024-01-02T11:56:12Z,2024-01-04T22:56:12Z,59.0,3.0,Dylan Miller,chat,Consumer really memory industry.
TKT-00298,CUST-128,Billing,Low,2024-01-21T10:04:27Z,,,,Cristian Santos,email,Support request: Offer institution main Mr.
TKT-00299,CUST-185,Security,High,2024-01-26T23:52:33Z,2024-01-27T15:52:33Z,16.0,5.0,Ryan Munoz,email,Never majority cell fire.
TKT-00300,CUST-309,Performance,Medium,2024-01-02T21:39:35Z,2024-01-03T16:39:35Z,19.0,4.0,Gina Moore,portal,People tend weight machine crime himself no.
TKT-00301,CUST-255,Account,Medium,2024-01-01T04:11:24Z,2024-01-03T12:11:24Z,56.0,5.0,Gina Moore,email,Support request: Important man report kitchen cold not somebody.
TKT-00302,CUST-469,Account,Medium,2024-01-27T09:00:24Z,2024-01-28T17:00:24Z,32.0,1.0,Daniel Wagner,chat,Factor ever Mrs collection leader.
TKT-00303,CUST-132,Account,Low,2024-01-15T07:49:07Z,2024-01-16T04:49:07Z,21.0,2.0,Abigail Shaffer,chat,Near both box simple statement happen state.
TKT-00304,CUST-239,Billing,Low,2024-01-04T17:55:17Z,2024-01-06T18:55:17Z,49.0,4.0,Abigail Shaffer,portal,Support request: Service kid despite.
TKT-00305,CUST-310,Account,High,2024-01-20T15:22:04Z,2024-01-22T21:22:04Z,54.0,1.0,Monica Herrera,email,Bill stop seem fear yourself last.
TKT-00306,CUST-177,Billing,Medium,2024-01-12T00:37:27Z,2024-01-13T02:37:27Z,26.0,1.0,Michele Williams,email,Television beautiful tend bring speech decide.
TKT-00307,CUST-391,Performance,Low,2024-01-11T02:05:31Z,2024-01-12T07:05:31Z,29.0,,Lisa Hensley,portal,Support request: Ready technology particular into pattern size spend south.
TKT-00308,CUST-334,Integration,High,2024-01-09T22:28:53Z,2024-01-12T17:28:53Z,67.0,5.0,Abigail Shaffer,email,Support request: Go exactly much food region eye environment.
TKT-00309,CUST-176,Onboarding,Medium,2024-01-25T05:34:52Z,2024-01-25T09:34:52Z,4.0,,Lisa Hensley,phone,World quickly believe while size try yeah.
TKT-00310,CUST-457,Onboarding,High,2024-01-05T11:51:44Z,2024-01-06T14:51:44Z,27.0,5.0,Michele Williams,email,Reduce car chair focus.
TKT-00311,CUST-172,Billing,Low,2024-01-29T21:36:53Z,2024-01-31T14:36:53Z,41.0,2.0,Cristian Santos,email,Seven put majority officer environmental.
TKT-00312,CUST-121,Feature Request,Low,2024-01-25T21:18:22Z,2024-01-27T23:18:22Z,50.0,3.0,Daniel Wagner,email,Heart away some shoulder idea seek.
TKT-00313,CUST-133,Account,High,2024-01-25T19:49:40Z,2024-01-28T01:49:40Z,54.0,,Connie Lawrence,phone,Lawyer maintain old than suggest behavior.
TKT-00314,CUST-407,Feature Request,Medium,2024-01-22T04:04:38Z,2024-01-24T17:04:38Z,61.0,2.0,Jamie Arnold,portal,Play recently sure somebody huge why station.
TKT-00315,CUST-382,Technical,High,2024-01-13T13:34:16Z,,,,Monica Herrera,chat,Support request: Environmental stock front official not magazine gas.
TKT-00316,CUST-288,Feature Request,Medium,2024-01-12T13:30:44Z,2024-01-14T23:30:44Z,58.0,4.0,Gina Moore,chat,Animal phone student.
TKT-00317,CUST-392,Security,Medium,2024-01-15T11:19:30Z,2024-01-16T04:19:30Z,17.0,3.0,Allison Hill,phone,Buy tax kid.
TKT-00318,CUST-370,Account,Medium,2024-01-11T06:33:12Z,2024-01-11T17:33:12Z,11.0,4.0,Daniel Wagner,email,Yeah into yet.
TKT-00319,CUST-438,Feature Request,Low,2024-01-05T22:46:03Z,2024-01-06T03:46:03Z,5.0,,Michele Williams,phone,Support request: Think few themselves theory.. Email penajohn@example.com for details.
TKT-00320,CUST-407,Integration,Medium,2024-01-27T20:26:08Z,2024-01-29T21:26:08Z,49.0,4.0,Monica Herrera,portal,Issue description: Account gas building.. Call 861.411.5542 if urgent.
TKT-00321,CUST-070,Billing,Low,2024-01-20T19:13:36Z,2024-01-23T17:13:36Z,70.0,5.0,Lisa Hensley,chat,Attention none particular clearly.
TKT-00322,CUST-126,Account,Medium,2024-01-13T00:17:28Z,2024-01-14T13:17:28Z,37.0,3.0,Abigail Shaffer,phone,Reveal physical character in rather team.
TKT-00323,CUST-450,Billing,Low,2024-01-06T07:23:16Z,2024-01-06T17:23:16Z,10.0,,Angie Henderson,email,To cause but role.
TKT-00324,CUST-354,Billing,Low,2024-01-17T14:14:29Z,2024-01-18T23:14:29Z,33.0,2.0,Gabrielle Davis,phone,Support request: White fire cause everybody base network.
TKT-00325,CUST-386,Feature Request,Low,2024-01-26T08:39:12Z,2024-01-26T21:39:12Z,13.0,2.0,Dylan Miller,phone,Return expect wait agree suggest then day parent.
TKT-00326,CUST-435,Integration,Medium,2024-01-07T02:36:01Z,2024-01-07T08:36:01Z,6.0,5.0,Monica Herrera,chat,Security far approach today west.
TKT-00327,CUST-294,Account,Low,2024-01-23T22:03:31Z,,,,Gabrielle Davis,chat,History drop point audience thousand activity guess.
TKT-00328,CUST-400,Technical,Low,2024-01-29T01:19:52Z,2024-01-31T13:19:52Z,60.0,2.0,Michele Williams,phone,Car team nothing half raise several.
TKT-00329,CUST-238,Billing,Low,2024-01-20T15:33:58Z,2024-01-20T23:33:58Z,8.0,2.0,Noah Rhodes,chat,Support request: Admit attack energy always.
TKT-00330,CUST-227,Feature Request,High,2024-01-20T05:43:50Z,2024-01-22T06:43:50Z,49.0,,Monica Herrera,phone,We huge expert Republican.
TKT-00331,CUST-177,Integration,High,2024-01-03T19:23:40Z,2024-01-06T08:23:40Z,61.0,5.0,Monica Herrera,portal,Interest I policy Mrs check base.
TKT-00332,CUST-320,Account,Medium,2024-01-19T01:28:16Z,2024-01-20T21:28:16Z,44.0,1.0,Jamie Arnold,email,Support request: Memory data space movie.
TKT-00333,CUST-347,Feature Request,Medium,2024-01-06T04:59:21Z,,,,Allison Hill,email,Only shake power poor financial join.
TKT-00334,CUST-305,Billing,Critical,2024-01-08T10:25:49Z,2024-01-10T16:25:49Z,54.0,2.0,Dylan Miller,phone,Around beat its law participant.
TKT-00335,CUST-111,Security,Medium,2024-01-30T05:53:00Z,2024-01-30T21:53:00Z,16.0,1.0,Abigail Shaffer,phone,Program price compare actually case.
TKT-00336,CUST-306,Billing,High,2024-01-11T15:26:09Z,2024-01-13T03:26:09Z,36.0,2.0,Connie Lawrence,chat,Customer escalation: Clearly well mission.. Reach out at gary24@example.net.
TKT-00337,CUST-360,Feature Request,Medium,2024-01-12T14:06:27Z,2024-01-14T08:06:27Z,42.0,1.0,Cristian Santos,phone,Member area teacher cold church significant thus.
TKT-00338,CUST-216,Technical,Medium,2024-01-13T12:52:03Z,2024-01-15T18:52:03Z,54.0,5.0,Jamie Arnold,chat,Direction meeting analysis television.
TKT-00339,CUST-208,Feature Request,Low,2024-01-07T07:37:31Z,,,,Lisa Hensley,chat,Animal hair turn condition whether.
